utterance_id,episode_id,turn_index,speaker_normalized_name,speaker_character_id,text,emote,action,is_target_agent_speaker,contains_target_agent_mention
utt__train_ep_003706__001,train_ep_003706,1,king,char__king,Show me what all you have. It has to be beautiful.,nod,,True,False
utt__train_ep_003706__002,train_ep_003706,2,merchant,char__merchant,"Of course! Much of it is hand made by me. I take great pride in my work. Other thing, such as my fabrics are imported from far away lands. ",,,False,False
utt__train_ep_003706__003,train_ep_003706,3,king,char__king,"so, tell what is the best pieces that you have. what fabric is the most coins?",,wear crown,True,False
utt__train_ep_003706__004,train_ep_003706,4,merchant,char__merchant,"Only the best for your queen, sir! What do you think of this one?",,,False,False
utt__train_ep_003706__005,train_ep_003706,5,king,char__king,"Yes, I'll get her three of them. What else do you have in gold? Do you have gold fabric?",,,True,False
utt__train_ep_003706__006,train_ep_003706,6,merchant,char__merchant,"Good choice, sire! Of course! I have fabrics with strands of gold woven right in. ",nod,,False,False
utt__train_ep_003706__007,train_ep_003706,7,king,char__king,"Hold this good sir, while I check out all of the things you have. There is plenty of room to pull everything you have out so I can see it all.",,give scepter to merchant,True,False
utt__train_ep_003706__008,train_ep_003706,8,merchant,char__merchant,My pleasure. Here is all I have. ,,,False,False
utt__train_ep_003706__009,train_ep_003706,9,king,char__king,You know in my castle you are not allowed to have these. Now I have no choice I'll have to pursuit you for breaking the rules.,,steal bag from merchant,True,False
utt__train_ep_003706__010,train_ep_003706,10,merchant,char__merchant,"I am sorry, my lord! I did not know. Can we work something out?I have a family to support. Please have mercy on me!",,,False,False
utt__train_ep_003706__011,train_ep_003706,11,king,char__king,"Lets see, what do you think will make up for it?",nod,,True,False
utt__train_ep_003706__012,train_ep_003706,12,merchant,char__merchant,I'll give you the fabrics for your queen. No charge!,,,False,False
utt__train_ep_003706__013,train_ep_003706,13,king,char__king,What else? I know that's not all you are offering me. ,,,True,False
utt__train_ep_003709__000,train_ep_003709,0,blacksmith,char__blacksmith,Hello your highness how may I help you,,,False,False
utt__train_ep_003709__001,train_ep_003709,1,king,char__king,Pick my crown up for me.,,drop crown,True,False
utt__train_ep_003709__002,train_ep_003709,2,blacksmith,char__blacksmith,Here you go sir,,give crown to king,False,False
utt__train_ep_003709__003,train_ep_003709,3,king,char__king,I am in need of a new sword. Get me your finest. ,,,True,False
utt__train_ep_003709__004,train_ep_003709,4,blacksmith,char__blacksmith,Well let me make you the finest sword in the kingdom.  Are we going to war is that why you need a new sword,,,False,False
utt__train_ep_003709__005,train_ep_003709,5,king,char__king,We may be very soon Blacksmith. ,nod,,True,False
utt__train_ep_003709__006,train_ep_003709,6,blacksmith,char__blacksmith,"Oh no that would be such a same , at the same time it would be a big boon for my buisness",,,False,False
utt__train_ep_003709__007,train_ep_003709,7,king,char__king,"We will be fine, and you will soon be rich. ",laugh,,True,False
utt__train_ep_003709__008,train_ep_003709,8,blacksmith,char__blacksmith,Sounds great my king anything else you desire me to make for you,,,False,True
utt__train_ep_003709__009,train_ep_003709,9,king,char__king,I guess I could use some spears as well Blacksmith. ,smile,,True,False
utt__train_ep_003709__010,train_ep_003709,10,blacksmith,char__blacksmith,"Spears ok sound great, how is therestof the royal family doing",,,False,False
utt__train_ep_003709__011,train_ep_003709,11,king,char__king,The Queen is fearful of the upcoming war. ,sigh,,True,False
utt__train_ep_003709__012,train_ep_003709,12,blacksmith,char__blacksmith,They can't get like that but you are a great leader I have no fears,,,False,False
utt__train_ep_003709__013,train_ep_003709,13,king,char__king,Much appreciated Blacksmith. ,,hug Blacksmith,True,False
utt__train_ep_003718__000,train_ep_003718,0,maid,char__maid,"Hello, King what brings you into the kitchen?",,,False,True
utt__train_ep_003718__001,train_ep_003718,1,king,char__king,I came to see what beasts the kitchen may present to me for my dinner. They certainly taste better than they look!,,,True,False
utt__train_ep_003718__002,train_ep_003718,2,maid,char__maid,I've been in here for awhile and I think they are cooking some ham. Do you like those?,,,False,False
utt__train_ep_003718__003,train_ep_003718,3,king,char__king,"A ham...that will be a fine meal. I look forward to it, and expect it to be delicious. What side dishes will accompany my pig?",,,True,False
utt__train_ep_003718__004,train_ep_003718,4,maid,char__maid,"Let me go and ask the chef for you King, I will return in a moment.",,hug chef,False,True
utt__train_ep_003718__005,train_ep_003718,5,king,char__king,"Do not keep me waiting long, I have more important matters I must attend to!",,,True,False
utt__train_ep_003718__006,train_ep_003718,6,maid,char__maid,I have the info for you King. There will be beans of all types. The chef wanted me to ask you if you wanted rolls or loaf bread?,,,False,True
utt__train_ep_003718__007,train_ep_003718,7,king,char__king,"Rolls, or loaf bread. What would the maid recommend for her highness?",ponder,,True,False
utt__train_ep_003718__008,train_ep_003718,8,maid,char__maid,I say you get them rolls!,nod,,False,False
utt__train_ep_003718__009,train_ep_003718,9,king,char__king,That sounds absolutely perfect. I appreciate your honesty. Speaking of which. What do you think of my new cape? ,nod,,True,False
utt__train_ep_003718__010,train_ep_003718,10,maid,char__maid,"That cape makes you look like very, very...super.",,,False,False
utt__train_ep_003718__011,train_ep_003718,11,king,char__king,"This cape was given to me by the Archbishop Ferdinand, for my bravery in the Great Crusade. It was an honor to have received it. Do you know much of the Great War? ",,,True,False
utt__train_ep_003718__012,train_ep_003718,12,maid,char__maid,"No, what did you do?",,,False,False
utt__train_ep_003718__013,train_ep_003718,13,king,char__king,"What any great warrior would do, I led my armies fearlessly into battle - and to victory! That is why you have a Kingdom to call home. Why I am having this delicious banquet! To celebrate our triumphs.",laugh,,True,False
utt__train_ep_003723__000,train_ep_003723,0,queen,char__queen,This wind is destroying my hair! Where is my servant to shield me from the wind!,scream,,False,False
utt__train_ep_003723__001,train_ep_003723,1,king,char__king,"That is a good question my queen, how dare they show such insolence.",,,True,False
utt__train_ep_003723__002,train_ep_003723,2,queen,char__queen,Ack! Someone needs to clean these dragon statues as well!,,,False,False
utt__train_ep_003723__003,train_ep_003723,3,king,char__king,Perhaps we should get on that servants to take care of that. I would also say the gold chairs could use sprucing up.,,,True,False
utt__train_ep_003723__004,train_ep_003723,4,queen,char__queen,Sprucing up?! Dear these need replacing immediately. ,gasp,,False,False
utt__train_ep_003723__005,train_ep_003723,5,king,char__king,"If you insist, I will see it done, I am the King afterall.",,,True,True
utt__train_ep_003723__006,train_ep_003723,6,queen,char__queen,All of this wind is giving me one of my headaches. I'll be in bed a fortnight no doubt. ,,,False,False
utt__train_ep_003723__007,train_ep_003723,7,king,char__king,We could always return to the ballroom if it would please you.,,,True,False
utt__train_ep_003723__008,train_ep_003723,8,queen,char__queen,"No, no. You just HAD to come out here where the subjects could see us. I'll continue to wave and smile for awhile longer I suppose. ",wave,,False,False
utt__train_ep_003723__009,train_ep_003723,9,king,char__king,"While that is true, I did not do so to inconvenience you so.",,,True,False
utt__train_ep_003723__010,train_ep_003723,10,queen,char__queen,Some odor is offending my nose greatly. I will have someone's head about the state of this balcony I swear it. ,frown,,False,False
utt__train_ep_003723__011,train_ep_003723,11,king,char__king,"If that is really your wish, certainly you are satisfied with our time on the balcony however and we can return inside?",,,True,False
utt__train_ep_003723__012,train_ep_003723,12,queen,char__queen,Yes yes. In a moment. ,yawn,,False,False
utt__train_ep_003723__013,train_ep_003723,13,king,char__king,Sometimes you can be difficult dear...,sigh,,True,False
utt__train_ep_003738__000,train_ep_003738,0,king,char__king,How are you today noble?,,,True,False
utt__train_ep_003738__001,train_ep_003738,1,noble,char__noble,I am fine as am I always your majesty. How are you on this beautiful day? Aren't the flowers gorgeous in this light?,,,False,False
utt__train_ep_003738__002,train_ep_003738,2,king,char__king,"They certainly are, sometimes I enjoy a stroll through the courtyard to clear my mind.",,,True,False
utt__train_ep_003738__003,train_ep_003738,3,noble,char__noble,Well your majesty there is no clearing my mind today...I'm waiting to speak to a fairy about the food they left for us yesterday.,,,False,False
utt__train_ep_003738__004,train_ep_003738,4,king,char__king,What about the experience troubles you?,,,True,False
utt__train_ep_003738__005,train_ep_003738,5,noble,char__noble,The fruit was over ripe and the color was off.,groan,,False,False
utt__train_ep_003738__006,train_ep_003738,6,king,char__king,"Strange, what could make a fairy do such a thing.",,,True,False
utt__train_ep_003738__007,train_ep_003738,7,noble,char__noble,I of course am not aware but I plan to get to the bottom of it. Dear King please tell me true...have you seen the villagers laugh at me?  I think they are laughing at my leggings.,,,False,True
utt__train_ep_003738__008,train_ep_003738,8,king,char__king,"Well they are a bit different, why would you choose neon pink leggings with green polka dots.",,,True,False
utt__train_ep_003738__009,train_ep_003738,9,noble,char__noble,The merchant that sold them to me said they were the fashion and I thought they would look nice while walking in the courtyard.,,,False,False
utt__train_ep_003738__010,train_ep_003738,10,king,char__king,I do believe he was simply trying to take advantage of you considering your status and wealth.,,,True,False
utt__train_ep_003738__011,train_ep_003738,11,noble,char__noble,Well I never...I will certainly have a stern word with the merchant after I have a stern word with the fairy food delivery.,,,False,False
utt__train_ep_003738__012,train_ep_003738,12,king,char__king,"I certainly would, taking a noble for a ride certainly is unreasonable.",,,True,False
