source_character_id,target_character_id,source_character_name,target_character_name,co_episode_count,is_focus_character_pair
char__bear,char__bears_cubs_it_fights_to_protect,bear,bears cubs it fights to protect,1,False
char__enemy,char__torture_master,enemy,torture master,1,False
char__denizen,char__performer,denizen,performer,1,False
char__man,char__thief,man,thief,2,False
char__prisoner,char__skeleton,prisoner,skeleton,1,False
char__king,char__woman,king,woman,5,True
char__eagle,char__soldier,eagle,soldier,1,False
char__grounds_keeper,char__royal_member,grounds keeper,royal member,4,False
char__mage,char__merchant,mage,merchant,2,False
char__hermit,char__peasant,hermit,peasant,1,False
char__farmer,char__garter_snake,farmer,garter snake,3,False
char__flies,char__king,flies,king,1,True
char__elderly_man,char__villager,elderly man,villager,1,False
char__bandit,char__bat,bandit,bat,1,False
char__bear,char__dwarf,bear,dwarf,1,False
char__bartender,char__witch,bartender,witch,2,False
char__mice,char__monk,mice,monk,5,False
char__king,char__unicorn,king,unicorn,2,True
char__mouse,char__witch,mouse,witch,3,False
char__descendant_of_the_sons,char__residents_of_the_cottage,descendant of the sons,residents of the cottage,1,False
char__genie_from_a_lamp,char__lost_traveler,genie from a lamp,lost traveler,3,False
char__cat,char__enigmatic_wizard,cat,enigmatic wizard,2,False
char__cockroach,char__thief,cockroach,thief,1,False
char__dignitary,char__king,dignitary,king,3,True
char__guard,char__town_baker_s_husband,guard,town baker's husband,1,False
char__guard,char__prince,guard,prince,3,False
char__homeless,char__individual,homeless,individual,5,False
char__goddess,char__religious_clerk,goddess,religious clerk,1,False
char__monster,char__townsperson,monster,townsperson,1,False
char__mouse,char__pirate,mouse,pirate,2,False
char__black_stray_cat,char__mischievous_teenager,black stray cat,mischievous teenager,3,False
char__insects,char__snakes,insects,snakes,5,False
char__king_fulmer,char__large_experienced_guard_with_a_grizzly_expression,king fulmer,large experienced guard with a grizzly expression,1,False
char__bodyguard,char__traveler,bodyguard,traveler,2,False
char__roach,char__worms,roach,worms,1,False
char__captive,char__father,captive,father,1,False
char__beggar,char__customer,beggar,customer,2,False
char__child,char__intruder,child,intruder,1,False
char__rodent,char__thief,rodent,thief,1,False
char__cowardly_young_man_in_armour,char__guard,cowardly young man in armour,guard,1,False
char__gardener,char__ladies,gardener,ladies,1,False
char__gypsy,char__king,gypsy,king,1,True
char__captain,char__deckhand,captain,deckhand,2,False
char__animal,char__repentant_person,animal,repentant person,1,False
char__king,char__towns_folk,king,towns folk,1,True
char__guard,char__soldier,guard,soldier,7,False
char__castle_guard,char__prisoner,castle guard,prisoner,2,False
char__king_himself,char__sword_makers,king himself,sword makers,2,False
char__ambassador,char__king,ambassador,king,4,True
char__deer,char__unicorn_hunters,deer,unicorn hunters,1,False
char__artist,char__person,artist,person,1,False
char__performer,char__usher,performer,usher,4,False
char__child,char__horseflies,child,horseflies,1,False
char__midget,char__person,midget,person,3,False
char__family,char__guard,family,guard,1,False
char__nobles,char__person,nobles,person,2,False
char__child,char__groom,child,groom,1,False
char__church_mouse,char__person,church mouse,person,3,False
char__dove,char__insects,dove,insects,1,False
char__blacksmith,char__priest,blacksmith,priest,1,False
char__ghost,char__worshipper,ghost,worshipper,3,False
char__monk,char__student,monk,student,4,False
char__dog,char__his_queen,dog,his queen,1,False
char__diseased_distempered_dog,char__old_one_eyed_owl,diseased distempered dog,old one-eyed owl,2,False
char__local_artist,char__merchant,local artist,merchant,1,False
char__agricultural_advisor,char__king_omako_iii,agricultural advisor,king omako iii,1,False
char__animal,char__person,animal,person,5,False
char__farmer,char__traveler_long_past,farmer,traveler long past,1,False
char__worshiper,char__worshipper,worshiper,worshipper,4,False
char__captain,char__fairy,captain,fairy,4,False
char__teacher,char__weddings,teacher,weddings,1,False
char__boy,char__townsperson,boy,townsperson,1,False
char__animal,char__ghost,animal,ghost,2,False
char__guard,char__high_sorceress,guard,high sorceress,3,False
char__pelican,char__seagull,pelican,seagull,1,False
char__chef,char__curiosity_seekers,chef,curiosity seekers,1,False
char__chicken,char__grazing_milk_cow_in_the_background,chicken,grazing milk cow in the background,1,False
char__future_heir_to_the_throne,char__jester,future heir to the throne,jester,1,False
char__frog,char__snakes,frog,snakes,2,False
char__king,char__rat,king,rat,4,True
char__bird,char__king,bird,king,2,True
char__noble,char__soldiers,noble,soldiers,1,False
char__iguana,char__nobleman,iguana,nobleman,1,False
char__enemy,char__subjects,enemy,subjects,1,False
char__farmer,char__gardener,farmer,gardener,5,False
char__nobel,char__person,nobel,person,3,False
char__bluebird,char__goldfinch,bluebird,goldfinch,1,False
char__ambassador,char__diplomat,ambassador,diplomat,1,False
char__craftsman,char__family,craftsman,family,1,False
char__insects,char__lazy_insects,insects,lazy insects,2,False
char__bandit,char__spelunker,bandit,spelunker,1,False
char__gypsy,char__nobel,gypsy,nobel,1,False
char__mouse,char__vulture,mouse,vulture,3,False
char__villager,char__villagers,villager,villagers,2,False
char__frog,char__salesman,frog,salesman,1,False
char__acolyte_preparing_for_evening_prayer_service,char__spider,acolyte preparing for evening prayer service,spider,3,False
char__adventurer,char__bigfoot,adventurer,bigfoot,1,False
char__thief,char__villager,thief,villager,3,False
char__cook,char__old_men,cook,old men,1,False
char__farmer_bob_s_wife,char__pig,farmer bob's wife,pig,1,False
char__archaeologists,char__villager,archaeologists,villager,1,False
char__old_maniacal_man,char__table,old maniacal man,table,1,False
char__king_s_architect,char__priest,king's architect,priest,3,False
char__wise_woman,char__witch,wise woman,witch,3,False
char__high_priest,char__organ_player,high priest,organ player,3,False
char__mad_king,char__villagers,mad king,villagers,2,False
char__man,char__stinging_scorpion,man,stinging scorpion,1,False
char__archaeologist,char__sneaky_thief,archaeologist,sneaky thief,1,False
char__person,char__toucan,person,toucan,1,False
char__hangman,char__peasant,hangman,peasant,2,False
char__guest,char__traveler,guest,traveler,4,False
char__village_official,char__villager,village official,villager,3,False
char__ghost,char__snakes,ghost,snakes,1,False
char__exiled_person,char__large_spider,exiled person,large spider,1,False
char__gods,char__person,gods,person,1,False
char__chicken,char__evil_witch,chicken,evil witch,1,False
char__mouse,char__mysterious_owner,mouse,mysterious owner,5,False
char__noble,char__servant,noble,servant,2,False
char__bartender,char__worker,bartender,worker,1,False
char__ancient_king,char__juror,ancient king,juror,1,False
char__clergyman,char__rat,clergyman,rat,1,False
char__archer,char__bandit,archer,bandit,1,False
char__peasant,char__young_girl,peasant,young girl,1,False
char__artist,char__cleaning_maid,artist,cleaning maid,1,False
char__high_priestess,char__worshipper,high priestess,worshipper,7,False
char__cockroach,char__guard,cockroach,guard,3,False
char__church_mouse,char__monk,church mouse,monk,1,False
char__care_taker,char__royal,care taker,royal,3,False
char__child,char__residents_of_the_cottage,child,residents of the cottage,1,False
char__castle_guards,char__recently_tortured,castle guards,recently tortured,1,False
char__maid,char__rat,maid,rat,2,False
char__guard,char__thief,guard,thief,4,False
char__peasant,char__small_animals,peasant,small animals,1,False
char__farmer,char__large_black_vulture,farmer,large black vulture,1,False
char__child,char__guard,child,guard,3,False
char__animal,char__grandfather,animal,grandfather,1,False
char__emperor,char__prince,emperor,prince,1,False
char__demon,char__person,demon,person,1,False
char__pig,char__spirit,pig,spirit,2,False
char__another_prisoner,char__ghost,another prisoner,ghost,1,False
char__architect,char__queen_s_subject,architect,queen's subject,1,False
char__ghost,char__queen,ghost,queen,1,False
char__dog,char__member,dog,member,5,False
char__archer,char__chicken,archer,chicken,1,False
char__animal,char__turkey,animal,turkey,2,False
char__cook,char__soldier,cook,soldier,1,False
char__king,char__soldier,king,soldier,7,True
char__archer,char__watcher,archer,watcher,2,False
char__bandit,char__people_saved_by_the_paladinsa,bandit,people saved by the paladinsa,1,False
char__captured_knight,char__man_sleeping_inside,captured knight,man sleeping inside,1,False
char__bear,char__bug,bear,bug,1,False
char__person,char__townsperson,person,townsperson,2,False
char__queen,char__villagers,queen,villagers,1,False
char__preacher,char__subject,preacher,subject,1,False
char__man,char__sad_townsman,man,sad townsman,1,False
char__steward,char__witch,steward,witch,1,False
char__dignitary,char__traveler,dignitary,traveler,1,False
char__footman,char__man,footman,man,1,False
char__goddess,char__weary_traveler,goddess,weary traveler,1,False
char__cat,char__kings,cat,kings,1,False
char__customer,char__god,customer,god,1,False
char__patron,char__wizard,patron,wizard,1,False
char__bar_host,char__woman,bar host,woman,2,False
char__person,char__scorpions,person,scorpions,3,False
char__dragon,char__warrior,dragon,warrior,1,False
char__horse,char__peasant,horse,peasant,4,False
char__curious_boy,char__villager,curious boy,villager,1,False
char__horse,char__stable_boy,horse,stable boy,1,False
char__dog,char__sad_townsman,dog,sad townsman,2,False
char__faerie,char__lady_of_the_hour,faerie,lady of the hour,1,False
char__animal,char__dogs,animal,dogs,1,False
char__farmers,char__pelican,farmers,pelican,1,False
char__high_priestess,char__maid,high priestess,maid,1,False
char__farmers,char__spider,farmers,spider,1,False
char__owl,char__wolf,owl,wolf,1,False
char__families,char__traveler,families,traveler,3,False
char__prisoner,char__town_sheriff,prisoner,town sheriff,7,False
char__child,char__family_dog,child,family dog,8,False
char__guard,char__resident,guard,resident,6,False
char__nobleman,char__people,nobleman,people,4,False
char__ox,char__villager,ox,villager,9,False
char__families,char__villager,families,villager,2,False
char__crow,char__hunter,crow,hunter,1,False
char__hunter,char__pirate,hunter,pirate,1,False
char__guest,char__princess,guest,princess,1,False
char__fox,char__ox,fox,ox,2,False
char__owner,char__salesman,owner,salesman,3,False
char__rat,char__sailor,rat,sailor,8,False
char__child,char__girl,child,girl,1,False
char__husband,char__secret_lovers_seeking_privacy,husband,secret lovers seeking privacy,1,False
char__blacksmith_apprentice,char__owner,blacksmith apprentice,owner,7,False
char__child,char__cook,child,cook,3,False
char__their_family,char__wife,their family,wife,8,False
char__mermaid,char__sailor,mermaid,sailor,4,False
char__dragon,char__fairy,dragon,fairy,4,False
char__peasant,char__sheep,peasant,sheep,5,False
char__beggar,char__bloodied_prisoner,beggar,bloodied prisoner,1,False
char__daughter,char__sons,daughter,sons,2,False
char__craftsman,char__monk,craftsman,monk,1,False
char__horse,char__wife,horse,wife,6,False
char__grounds_keeper,char__queen,grounds keeper,queen,1,False
char__man,char__raccoon,man,raccoon,1,False
char__snake,char__villager,snake,villager,3,False
char__executioner,char__foreign_ambassador,executioner,foreign ambassador,1,False
char__miner,char__patient,miner,patient,1,False
char__chiefs,char__servant,chiefs,servant,1,False
char__leader,char__spider,leader,spider,1,False
char__horse_tied_up_in_front_of_a_shop,char__king,horse tied up in front of a shop,king,1,True
char__blacksmith,char__jester,blacksmith,jester,4,False
char__criminal,char__local,criminal,local,1,False
char__guard,char__stable_boy,guard,stable boy,9,False
char__merchant,char__stable_boy_rushing_in_to_alert_the_knight,merchant,stable boy rushing in to alert the knight,1,False
char__beggar,char__priest,beggar,priest,5,False
char__member,char__soldier_named_ulmer,member,soldier named ulmer,1,False
char__royalty,char__visitor,royalty,visitor,8,False
char__dogs,char__watchman,dogs,watchman,1,False
char__servant,char__talking_cat,servant,talking cat,3,False
char__mountain_goat,char__sailor,mountain goat,sailor,1,False
char__mystical_dragon,char__traveler,mystical dragon,traveler,1,False
char__lost_traveler,char__village,lost traveler,village,1,False
char__archaeologist,char__monk,archaeologist,monk,9,False
char__salesman,char__visitor,salesman,visitor,1,False
char__seagull,char__woman,seagull,woman,1,False
char__bat,char__bird,bat,bird,3,False
char__maester,char__woman,maester,woman,1,False
char__fisher,char__traveller,fisher,traveller,1,False
char__nurse,char__priest,nurse,priest,1,False
char__altar_boy,char__pastor,altar boy,pastor,4,False
char__cricket,char__gardener,cricket,gardener,1,False
char__blacksmith,char__flirty_barmaid,blacksmith,flirty barmaid,1,False
char__horse,char__spirit,horse,spirit,2,False
char__god,char__waitress,god,waitress,1,False
char__staff,char__subject,staff,subject,1,False
char__farmer,char__lord,farmer,lord,9,False
char__kings,char__villager,kings,villager,2,False
char__customer,char__warrior,customer,warrior,2,False
char__priest,char__roach,priest,roach,1,False
char__chicken,char__pig,chicken,pig,3,False
